gene,fdr,stat
SNUPN,2.339178810966248e-5,-3.837989518045981
COG8,2.339178810966248e-5,-3.837595763296546
EIF3A,2.339178810966248e-5,-3.8345651470933797
NUP107,2.339178810966248e-5,-3.8340006115339866
NCAPD2,2.339178810966248e-5,-3.8281245505865606
MED27,2.339178810966248e-5,-3.8279931129353755
EXOSC5,2.339178810966248e-5,-3.82778227358628
EIF2B2,2.339178810966248e-5,-3.827178210790531
MTERF3,2.339178810966248e-5,-3.826900088783989
PPAN-P2RY11,2.339178810966248e-5,-3.8266913913895775
SYF2,2.339178810966248e-5,-3.826561951915687
EXOC5,2.339178810966248e-5,-3.8255914052483084
CHORDC1,2.339178810966248e-5,-3.8254662105329853
RPL35,2.339178810966248e-5,-3.823302593237951
GBF1,2.339178810966248e-5,-3.8223081427080685
GOSR2,2.339178810966248e-5,-3.8212009482071236
ATP7B,2.339178810966248e-5,-3.8203379065124228
SF3B3,2.339178810966248e-5,-3.8180601448295524
MED9,2.339178810966248e-5,-3.8166584672460226
NXF1,2.339178810966248e-5,-3.8162989824733016
SRP19,2.339178810966248e-5,-3.8151694865574433
RPL38,2.339178810966248e-5,-3.811552339601199
EIF3C,2.339178810966248e-5,-3.809945641635096
CRCP,2.339178810966248e-5,-3.8088429817547405
TWISTNB,2.339178810966248e-5,-3.8085535173618363
MIS18A,2.339178810966248e-5,-3.8085054170589765
RPP30,2.339178810966248e-5,-3.8070401878908933
CEP295,2.339178810966248e-5,-3.8046439857784367
ARIH1,2.339178810966248e-5,-3.8001556774647036
CCNA2,2.339178810966248e-5,-3.7986687610974976
VPS16,2.339178810966248e-5,-3.798291469118265
EIF3D,2.339178810966248e-5,-3.7957177389018084
E4F1,2.339178810966248e-5,-3.79440404113475
URI1,2.339178810966248e-5,-3.7934145313255447
SKA2,2.339178810966248e-5,-3.7930896491889925
TPR,2.339178810966248e-5,-3.792922478596007
RPAIN,2.339178810966248e-5,-3.7927954186638195
CHTF18,2.339178810966248e-5,-3.7924866140502824
METTL3,2.339178810966248e-5,-3.7924772657505486
FNTA,2.339178810966248e-5,-3.7919768639120868
EXOSC3,2.339178810966248e-5,-3.791442275762222
UVRAG,2.339178810966248e-5,-3.7902244609941405
RPS7,2.339178810966248e-5,-3.7899963361875164
SDHAF4,2.339178810966248e-5,-3.789634951309194
NDUFA2,2.339178810966248e-5,-3.787817945270268
CCT6A,2.339178810966248e-5,-3.7877572730213767
PPP1R7,2.339178810966248e-5,-3.78646208949333
GPRASP2,2.339178810966248e-5,-3.784569921924796
NEDD8,2.339178810966248e-5,-3.7835898822040566
PSMB1,2.339178810966248e-5,-3.7829924004761186
MEAF6,2.339178810966248e-5,-3.7822918812415605
MRPL58,2.339178810966248e-5,-3.7814074852952237
SPC25,2.339178810966248e-5,-3.7800239697409586
GPN1,2.339178810966248e-5,-3.7758861991781285
COPB1,2.339178810966248e-5,-3.7753305368249075
NUDC,2.339178810966248e-5,-3.770951086884808
ACTR10,2.339178810966248e-5,-3.7708557767676725
NFYB,2.339178810966248e-5,-3.7685765041884864
CWF19L2,2.339178810966248e-5,-3.766737762857962
ANAPC2,2.339178810966248e-5,-3.766534497062605
WDR3,2.339178810966248e-5,-3.766525772439381
FLCN,2.339178810966248e-5,-3.765619444665984
XRCC2,2.339178810966248e-5,-3.7646016517111756
SEC61A1,2.339178810966248e-5,-3.764151594911629
RPS23,2.339178810966248e-5,-3.763805536413316
MDN1,2.339178810966248e-5,-3.7624697029249696
MRPL49,2.339178810966248e-5,-3.758919148872863
CDC7,2.339178810966248e-5,-3.758197279951484
IMPDH2,2.339178810966248e-5,-3.756640975029625
POP1,2.339178810966248e-5,-3.755494532817058
POLR1D,2.339178810966248e-5,-3.7552849131510406
DCTN1,2.339178810966248e-5,-3.7540827856838233
NEK1,2.339178810966248e-5,-3.754053277572376
CEP152,2.339178810966248e-5,-3.749097093336821
DERL2,2.339178810966248e-5,-3.7490110523616633
RPRD1B,2.339178810966248e-5,-3.7478242597867513
DGCR14,2.339178810966248e-5,-3.7472976996822522
NOL7,2.339178810966248e-5,-3.746398687517742
