sgrna,Gene,control_count,treatment_count,control_mean,treat_mean,LFC,control_var,adj_var,score,p.low,p.high,p.twosided,FDR,high_in_treatment
POLA1-6,POLA1,3184.1/2970.6/3461.7,4777.1/4753.8/3872.2,3199.2,4446.8,0.47493,60692,21720,8.4655,1,1.2753e-17,2.5506e-17,5.4835e-17,True
TAS2R13-10,TAS2R13,6646.9/6477.8/6885.9,8394.1/8821.5/8434,6668.1,8547.7,0.35822,42060,49323,8.4635,1,1.297e-17,2.5941e-17,5.5645e-17,True
SPATA16-10,SPATA16,3979.7/4117.5/3813.8,5972.2/4752.8/5468.2,3968.4,5374.2,0.4374,23132,27624,8.4581,1,1.3588e-17,2.7176e-17,5.8165e-17,True
HTR3D-8,HTR3D,1864.9/1722.2/1640.7,1978.7/2664.4/3437.8,1740.1,2626.8,0.5938,12893,11014,8.4483,1,1.4781e-17,2.9562e-17,6.3132e-17,True
TAAR8-1,TAAR8,3162.1/3105.4/3746,4851.8/4672.4/4249.8,3325.7,4584.3,0.46289,125950,22681,8.3566,1,3.227e-17,6.454e-17,1.3752e-16,True
OLIG2-3,OLIG2,3527.8/3551.5/3832.6,5329.2/4332.2/5257.3,3634.7,4951.2,0.44584,28749,25044,8.3189,1,4.4408e-17,8.8816e-17,1.8883e-16,True
SAGE1-5,SAGE1,5602.4/5842.5/5558.4,7796/7160.2/7095.1,5666.4,7343.8,0.37404,23381,41120,8.2721,1,6.5833e-17,1.3167e-16,2.7932e-16,True
OR52E8-10,OR52E8,5650.3/5229.3/4584.4,7315.1/6408.6/6440.1,5135.7,6708.5,0.38537,288770,36842,8.1943,1,1.26e-16,2.5201e-16,5.3344e-16,True
ADH7-7,ADH7,2366.6/2828.4/2464.6,3535.1/3707.2/3583.2,2545.7,3607.8,0.50289,59299,16832,8.1864,1,1.3459e-16,2.6917e-16,5.6852e-16,True
COPZ1-16,COPZ1,4397.1/4646.6/4304.4,6709/5381.5/5679.2,4447.1,5896.8,0.40699,31336,31370,8.1851,1,1.3601e-16,2.7203e-16,5.7328e-16,True
COPS8-6,COPS8,3088.4/2956.8/2740.2,1575.2/2362.1/1520,2924.9,1781.7,-0.71485,30928,19652,8.1552,1.7437e-16,1,3.4873e-16,7.3333e-16,False
POU4F2-4,POU4F2,2825.1/2969.7/3233.7,4355.6/3655.5/4536.8,3004.8,4164.6,0.47078,42958,20252,8.15,1,1.8203e-16,3.6407e-16,7.624e-16,True
RXFP2-10,RXFP2,5762.3/4967.1/5116.8,6914.3/6566.7/7104.8,5271.1,6858.3,0.37969,178760,37929,8.1499,1,1.8207e-16,3.6414e-16,7.624e-16,True
RPL9-10,RPL9,1598.8/1519.9/1480.5,698.91/818.18/718.57,1532.3,743.44,-1.0424,3627.3,9558.2,8.0688,3.5508e-16,1,7.1016e-16,1.4836e-15,False
RPS24-9,RPS24,4174/4051.9/3997.1,5611.1/5442.5/5240.9,4073.7,5429.4,0.41437,8207.6,28444,8.0384,1,4.5516e-16,9.1032e-16,1.8976e-15,True
TAS2R9-2,TAS2R9,7841.6/7840.7/7989.8,10080/9451.1/9962.6,7890.4,9827.5,0.31668,7361.5,59532,7.939,1,1.0193e-15,2.0385e-15,4.2403e-15,True
OR52E8-6,OR52E8,5130.4/5244.1/4997,5940.7/7428.3/6643.4,5122.9,6643.1,0.37485,15290,36739,7.9315,1,1.0827e-15,2.1653e-15,4.4944e-15,True
OC90-4,OC90,2336.9/2054.6/2248.2,2992/3103.5/3400.2,2210,3160.6,0.51595,20853,14377,7.928,1,1.1135e-15,2.227e-15,4.6124e-15,True
NPHS2-7,NPHS2,7217.5/6961.6/7910.4,8878.6/9212.6/9554.2,7352.4,9211,0.3251,241150,55013,7.9241,1,1.1492e-15,2.2984e-15,4.7501e-15,True
POLA1-9,POLA1,3520.2/3573.6/3666.6,4592.4/5607.1/4363.4,3586.3,4825.4,0.42806,5492.3,24672,7.8888,1,1.5261e-15,3.0522e-15,6.2942e-15,True
HTR3D-9,HTR3D,4908.3/5110.2/4962.4,6349.6/7022.5/6103,4992.9,6480.3,0.37611,10919,35700,7.8719,1,1.7463e-15,3.4926e-15,7.1871e-15,True
LYZL6-6,LYZL6,5997.8/6330/6512.2,4994.1/4028/4800.7,6276.4,4588,-0.45199,68045,46096,7.864,1.8603e-15,1,3.7206e-15,7.6399e-15,False
TPH2-10,TPH2,5389.9/6017/5910.5,6767.5/8215.1/7215.5,5765.8,7375.1,0.35509,112670,41927,7.8596,1,1.9273e-15,3.8546e-15,7.8983e-15,True
TRIM42-7,TRIM42,5951.8/5409.4/5776.3,7232.2/7634.5/7065.3,5708,7306.8,0.35621,76648,41457,7.8524,1,2.0408e-15,4.0817e-15,8.3457e-15,True
RPL27-5,RPL27,6637.3/6909/6493.4,8042.8/8658.8/8541.9,6677.7,8410.2,0.33275,44546,49402,7.7948,1,3.2247e-15,6.4495e-15,1.3159e-14,True
POU4F2-5,POU4F2,4366.5/4529.4/4069.2,5657/5520.2/5807.3,4317.4,5660.3,0.39062,54465,30351,7.708,1,6.3926e-15,1.2785e-14,2.6031e-14,True
RXFP2-5,RXFP2,8083.9/8333.8/8347.6,9789.2/9832/10939,8254.2,10173,0.30155,22046,62609,7.6695,1,8.6309e-15,1.7262e-14,3.5071e-14,True
PLA2G2E-8,PLA2G2E,4995.4/4778.7/5165.9,6187.5/7094.6/6025.9,4977.5,6419.3,0.36694,37669,35577,7.6443,1,1.0508e-14,2.1015e-14,4.2607e-14,True
NUP98-13,NUP98,3171.7/2895.8/2880.2,1729.3/1991.4/1992,2979.6,1900,-0.64883,26900,20063,7.6219,1.2503e-14,1,2.5006e-14,5.0592e-14,False
COPS6-10,COPS6,2910.3/2715.8/2623.3,1372.6/1877.7/1967.9,2747.2,1718.1,-0.67685,21472,18325,7.6023,1.4548e-14,1,2.9096e-14,5.8742e-14,False
SPATA16-2,SPATA16,3814.1/3880.2/4294.3,4900.4/5426.8/5452.8,3990.7,5253.7,0.39662,67795,27798,7.5756,1,1.7873e-14,3.5747e-14,7.2018e-14,True
CRYGB-7,CRYGB,6337.6/6106.5/6676.7,7634.8/7914.6/8499.5,6369.3,8008.3,0.33031,82259,46860,7.5713,1,1.8478e-14,3.6955e-14,7.4297e-14,True
TAS2R9-3,TAS2R9,3510.6/3740.8/3601.7,5676.8/4085.3/4801.7,3616.4,4811.1,0.41169,13438,24904,7.57,1,1.8654e-14,3.7309e-14,7.4851e-14,True
ADH7-9,ADH7,4701.5/4495.2/4885.9,6102.8/5667.2/6444,4691.5,6062.9,0.3699,38222,33302,7.5153,1,2.84e-14,5.68e-14,1.1372e-13,True
OR12D2-4,OR12D2,5698.1/5001.2/5415.5,6419.8/6469.6/7690.4,5363.9,6835.7,0.34975,122960,38676,7.4839,1,3.6079e-14,7.2158e-14,1.4417e-13,True
TAS2R13-2,TAS2R13,4083.1/3989.2/3873,5875.9/4422.8/5494.2,3980.8,5226.7,0.39274,11081,27721,7.4828,1,3.6369e-14,7.2739e-14,1.4502e-13,True
TAS2R9-6,TAS2R9,3968.2/3762.9/3546.8,5031.9/5256.7/4609,3755.4,4958.5,0.40086,44419,25974,7.4653,1,4.1568e-14,8.3136e-14,1.6541e-13,True
PLA2G2E-3,PLA2G2E,3138.2/2934.6/3025.9,3702.6/4097.4/4532.9,3031.8,4097,0.43427,10399,20455,7.4478,1,4.7438e-14,9.4876e-14,1.8838e-13,True
NUP93-9,NUP93,2290/2274.4/2307.3,1431.1/1363.6/1357.2,2290.5,1383.6,-0.72685,271.75,14962,7.4146,6.1018e-14,1,1.2204e-13,2.4181e-13,False
ABCG8-9,ABCG8,4779.1/4957.8/4757.5,5683.1/6162.7/6803.3,4830.6,6199.5,0.35987,12090,34407,7.3798,1,7.928e-14,1.5856e-13,3.1353e-13,True
COPZ1-13,COPZ1,7234.7/7708.7/7565.6,9272.2/9551.9/8935.8,7500.3,9249.9,0.30245,59115,56252,7.3767,1,8.1141e-14,1.6228e-13,3.2023e-13,True
RXFP2-4,RXFP2,4848/4974.4/4802.2,6346.9/5981.5/6424.7,4874.4,6248,0.35812,7955.6,34755,7.3683,1,8.6377e-14,1.7275e-13,3.402e-13,True
IL1F10-5,IL1F10,5924.1/5609.8/5809.4,7564.6/7288.7/7026.7,5779.6,7290,0.3349,25306,42039,7.3667,1,8.7483e-14,1.7497e-13,3.4385e-13,True
CABP5-4,CABP5,8595.1/8834.3/7806.5,9872.9/9919.8/11024,8400.3,10259,0.28833,289440,63849,7.3553,1,9.522e-14,1.9044e-13,3.735e-13,True
CRYGB-5,CRYGB,6274.5/5906.2/6362.1,8020.3/7616.9/7590.2,6177.7,7740,0.32522,58549,45287,7.3414,1,1.0572e-13,2.1143e-13,4.1383e-13,True
TAAR8-2,TAAR8,4906.4/4807.3/4828.2,6668.4/5799.4/6185.8,4847.1,6207.7,0.35688,2729.1,34538,7.3214,1,1.2274e-13,2.4548e-13,4.7948e-13,True
OR52E8-8,OR52E8,9621.4/9310.8/9389.5,11534/10976/11737,9439.6,11411,0.27358,26068,72744,7.3086,1,1.3498e-13,2.6995e-13,5.2621e-13,True
KRT77-10,KRT77,7663.6/7929.4/7519.4,9765.8/9858.8/8794.3,7702.2,9460.4,0.29659,43261,57947,7.3037,1,1.3994e-13,2.7989e-13,5.4448e-13,True
RPL5-10,RPL5,6883.3/6435.3/5849.8,8792.2/7680.7/7455.4,6375.3,7955.3,0.31936,268900,46909,7.2948,1,1.496e-13,2.9921e-13,5.8089e-13,True
RPS8-3,RPS8,5223.3/5490.6/5246.7,3701.7/4244.4/3783.6,5318.8,3902.7,-0.44652,21924,38313,7.2347,2.3327e-13,1,4.6655e-13,9.0394e-13,False
PSMD11-7,PSMD11,2779.2/2263.3/2734.4,1544.6/1724.2/1644.2,2581.3,1636,-0.6576,81870,17095,7.2299,2.4162e-13,1,4.8324e-13,9.3439e-13,False
RPL3-3,RPL3,8302.1/8208.2/8245.2,6619.8/6429.9/6286,8251.8,6443.8,-0.35675,2236.8,62588,7.2269,2.4714e-13,1,4.9427e-13,9.5381e-13,False
OTUD6A-3,OTUD6A,5127.6/5415.8/5207.7,6167.7/6688.7/7134.6,5249,6651.9,0.34167,22143,37751,7.2205,1,2.5902e-13,5.1805e-13,9.9768e-13,True
KRT9-3,KRT9,5582.3/5418.6/5414.1,6773.8/7057.6/6886.1,5471.1,6904.9,0.33572,9187,39540,7.2103,1,2.7907e-13,5.5813e-13,1.0727e-12,True
PSMB2-7,PSMB2,3542.2/3431.4/3678.2,4609.5/4908.1/4501.2,3549.2,4669.8,0.39579,15277,24387,7.1761,1,3.5857e-13,7.1713e-13,1.3756e-12,True
NUP54-20,NUP54,3310.5/3491.4/3658,2223.7/2508.2/2402.3,3483.7,2375.1,-0.55244,30210,23886,7.1731,3.6653e-13,1,7.3306e-13,1.4033e-12,False
OLIG2-5,OLIG2,4053.4/3946.7/4101,5500.3/4962.7/5259.2,4033.2,5236.1,0.3765,6242.6,28128,7.1725,1,3.6822e-13,7.3644e-13,1.407e-12,True
RPL36-8,RPL36,2325.4/2000.1/2161.6,2950.5/3125.7/2933,2158.3,3001.8,0.47578,26477,14002,7.1289,1,5.0571e-13,1.0114e-12,1.9285e-12,True
MAGEB3-5,MAGEB3,3453.2/3814.6/3594.5,4683.4/4850.8/4695.7,3617.7,4742.7,0.39054,33198,24914,7.1274,1,5.1152e-13,1.023e-12,1.9468e-12,True
SPATA16-9,SPATA16,2004.7/2206/2259.7,2666.8/3098.9/3251.8,2154,2995.3,0.47554,18089,13971,7.1184,1,5.4603e-13,1.0921e-12,2.074e-12,True
RPL5-4,RPL5,5005/4697.4/5236.6,5967.7/5896.4/7137.5,4974.7,6309.3,0.3428,73193,35555,7.0776,1,7.332e-13,1.4664e-12,2.7795e-12,True
RPTN-8,RPTN,5898.2/5976.3/6347.7,7248.4/8247.4/7220.3,6071,7557.4,0.31592,57680,44414,7.0534,1,8.7319e-13,1.7464e-12,3.3037e-12,True
KRT74-3,KRT74,3263.6/3008.5/3653.6,4747.3/4421.9/3934.8,3298,4355,0.40097,105730,22470,7.0513,1,8.8597e-13,1.7719e-12,3.3454e-12,True
NPSR1-8,NPSR1,4634.5/5109.3/4885.9,6002.8/6426.2/6132.9,4872.7,6184.8,0.34394,56431,34741,7.0394,1,9.6554e-13,1.9311e-12,3.6388e-12,True
TGM6-5,TGM6,3690.6/3761.1/3331.8,4449.2/4814.8/4829.6,3589.5,4694.5,0.38711,53021,24697,7.0317,1,1.0202e-12,2.0404e-12,3.8373e-12,True
PSMC1-7,PSMC1,4497.6/4289.3/4516.5,2798.3/3233/3595.7,4433.3,3192.2,-0.47368,15906,31261,7.019,1.117e-12,1,2.234e-12,4.1931e-12,False
NLRP5-7,NLRP5,7394.6/7668/7896,9701.8/8489.6/9870.2,7650.1,9333,0.28683,63043,57509,7.0177,1,1.1278e-12,2.2555e-12,4.2252e-12,True
CRYGB-1,CRYGB,4744.6/4563.5/4451.6,5964.1/5844.7/5725.4,4585,5843.9,0.34995,21868,32459,6.9877,1,1.3972e-12,2.7943e-12,5.2244e-12,True
OLIG2-10,OLIG2,2011.4/1870.8/1937.9,2801/2755/2596.9,1939.2,2716.2,0.48591,4943,12427,6.9701,1,1.5834e-12,3.1668e-12,5.9093e-12,True
MAGEB3-2,MAGEB3,6155.8/6262.6/6428.5,8250.9/7696.4/7398.5,6281.3,7774,0.30756,18887,46136,6.9496,1,1.8318e-12,3.6635e-12,6.823e-12,True
PSMD7-3,PSMD7,6667/6744.6/5673.8,4723/4861.9/4945.2,6342.4,4842.5,-0.3892,357080,46638,6.9453,1.8889e-12,1,3.7778e-12,7.0221e-12,False
TAAR1-5,TAAR1,5424.3/5132.3/5725.8,7745.6/6309.7/6407.4,5422.1,6790.7,0.32466,88084,39144,6.9175,1,2.2977e-12,4.5954e-12,8.5254e-12,True
HTR3D-10,HTR3D,5174.5/5544.2/5492,7627.6/6147/6598.1,5401,6763.3,0.32443,40049,38975,6.9001,1,2.5983e-12,5.1967e-12,9.6224e-12,True
NUP133-8,NUP133,2359.9/2220.8/2307.3,1426.6/1356.2/1577.8,2295.3,1450.7,-0.6616,4930.7,14996,6.8972,2.6519e-12,1,5.3038e-12,9.8019e-12,False
OR9Q2-5,OR9Q2,7878/7785.3/7903.2,8731.8/9404/10540,7855.4,9529.7,0.27873,3854.5,59236,6.8795,1,3.0027e-12,6.0054e-12,1.1077e-11,True
RPTN-6,RPTN,3340.2/3490.5/3619,4707.7/4545.7/4384.6,3481.4,4544.1,0.38425,19478,23868,6.8789,1,3.016e-12,6.032e-12,1.1105e-11,True
SPATA16-1,SPATA16,4334.9/4356.7/4542.5,5057.2/6649.9/5283.3,4410.4,5621.8,0.35006,13021,31081,6.8714,1,3.1779e-12,6.3558e-12,1.1679e-11,True
SPATA16-4,SPATA16,4153.9/4114.7/4203.4,5100.4/4946.1/5997,4157.2,5328.4,0.35802,1974.2,29096,6.8664,1,3.2922e-12,6.5844e-12,1.2076e-11,True
CYP7A1-2,CYP7A1,6640.2/5940.3/6341.9,8301.3/7768.5/7293.5,6300.9,7776.9,0.3036,123400,46297,6.8598,1,3.4469e-12,6.8937e-12,1.2619e-11,True
MAGEB3-8,MAGEB3,3921.3/4503.5/4141.4,5312/5196.6/5551.1,4181.9,5351.2,0.35563,86491,29289,6.8325,1,4.1734e-12,8.3468e-12,1.525e-11,True
TAS2R9-5,TAS2R9,4080.2/4073.2/3950.9,5797.5/4858.2/4932.7,4034.3,5179.3,0.36034,5289.6,28137,6.8255,1,4.3796e-12,8.7592e-12,1.5973e-11,True
DEFB129-7,DEFB129,3351.7/3153.5/3238.1,4347.4/4277.6/4155.4,3246.7,4259.4,0.39156,9893.9,22080,6.8152,1,4.7075e-12,9.4149e-12,1.7136e-11,True
SAGE1-3,SAGE1,3971.1/3855.3/3890.3,4766.3/5352.8/4972.2,3905.2,5024.6,0.36352,3528.5,27134,6.7954,1,5.4007e-12,1.0801e-11,1.9622e-11,True
RNASE9-5,RNASE9,4882.5/5097.3/5020.1,6364.9/5828.9/6650.1,4999.2,6272,0.32717,11839,35750,6.7317,1,8.3853e-12,1.6771e-11,3.0409e-11,True
NPSR1-6,NPSR1,4655.6/5195.1/5441.5,6468.5/6769.2/5902.6,5086.6,6369.8,0.32449,161750,36449,6.7213,1,9.0053e-12,1.8011e-11,3.2595e-11,True
POU4F2-1,POU4F2,2176.1/2055.5/2038.9,2815.4/2538.7/3285.6,2089.3,2863.7,0.45466,5602,13504,6.6638,1,1.3346e-11,2.6691e-11,4.8215e-11,True
OR52E8-3,OR52E8,2152.1/1965/1743.1,2497.5/2537.7/3067.9,1946.2,2689,0.46623,41999,12477,6.6503,1,1.4624e-11,2.9248e-11,5.2735e-11,True
PSMC4-8,PSMC4,1872.6/1988.1/2134.2,1274.4/1297.1/1162.6,1995.4,1243.3,-0.68211,17198,12829,6.6405,1.563e-11,1,3.1259e-11,5.6255e-11,False
RPL3-1,RPL3,2725.6/2571.7/2900.4,1607.7/1867.5/2055.5,2729.3,1834.2,-0.57307,27060,18192,6.6358,1.6135e-11,1,3.2269e-11,5.7964e-11,False
RPTN-1,RPTN,4905.5/4896.9/4756.1,5195/6637/6497.9,4852.3,6073.5,0.32381,7036.5,34579,6.5674,1,2.5608e-11,5.1216e-11,9.1826e-11,True
COPS8-3,COPS8,7091.1/6068.7/6647.8,6845/8375.9/9052.4,6589.1,8036.3,0.2864,263130,48670,6.5597,1,2.6963e-11,5.3925e-11,9.6503e-11,True
TAAR1-6,TAAR1,4134.8/4240.3/3994.2,5433.6/5004.3/5275.6,4121.9,5234.8,0.34477,15253,28820,6.5559,1,2.7651e-11,5.5303e-11,9.8784e-11,True
CYP7A1-3,CYP7A1,4139.6/4000.2/4484.8,5340.9/4953.4/5716.7,4203.3,5327.9,0.34196,62264,29457,6.5523,1,2.8334e-11,5.6668e-11,1.0104e-10,True
LUZP4-10,LUZP4,6557.8/6853.6/6464.6,8483.2/7685.3/8067,6623.3,8072,0.28534,41260,48952,6.5477,1,2.9212e-11,5.8424e-11,1.0397e-10,True
RPL36-9,RPL36,4790.6/4760.2/4976.8,3817/3588.9/3493.6,4841.6,3630.7,-0.41516,13760,34494,6.5201,3.5127e-11,1,7.0253e-11,1.2479e-10,False
SPATA16-5,SPATA16,3753.8/4063/3816.7,4511.4/4998.7/5348.8,3875.6,4940.9,0.3503,26723,26904,6.4952,1,4.1469e-11,8.2937e-11,1.4705e-10,True
FCRL4-4,FCRL4,3278/3230.1/3454.5,4326.7/4222.2/4340.3,3319.5,4296.1,0.37197,13970,22633,6.4916,1,4.247e-11,8.494e-11,1.5033e-10,True
RPL3-2,RPL3,5207/4623.5/5082.2,3547.7/4098.3/3625.6,4964.5,3749.5,-0.40484,94459,35473,6.4507,5.566e-11,1,1.1132e-10,1.9665e-10,False
NLRP5-3,NLRP5,4631.7/5482.3/4871.5,7046.7/5511.8/6134.8,4982.6,6199.6,0.31521,192610,35618,6.4484,1,5.6528e-11,1.1306e-10,1.9935e-10,True
PSMC2-12,PSMC2,4715.9/4784.2/4793.6,3799.9/3410.5/3538.9,4764.4,3579.4,-0.41247,1798.4,33880,6.4379,6.0583e-11,1,1.2117e-10,2.1326e-10,False
COPS6-1,COPS6,4438.3/4264.3/4203.4,3016.3/2652.4/4047.5,4300.9,3187.4,-0.43215,14856,30221,6.4053,7.5042e-11,1,1.5008e-10,2.6367e-10,False
SAGE1-6,SAGE1,4460.3/4948.6/4379.4,5482.3/5910.3/5819.8,4589.4,5734.5,0.3213,94882,32493,6.3524,1,1.0597e-10,2.1194e-10,3.7167e-10,True
RPS24-1,RPS24,3446.5/3071.3/3202,4315.9/4257.3/3968.5,3236.2,4177.8,0.36833,36288,22e3,6.348,1,1.0908e-10,2.1817e-10,3.8189e-10,True
LYZL6-4,LYZL6,8101.1/7522.1/8077.8,7035.9/5983.3/6125.2,7895.7,6364.9,-0.31089,107440,59577,6.2717,1.7858e-10,1,3.5717e-10,6.2407e-10,False
MAGEB3-7,MAGEB3,3849.5/3738/3740.2,4533/5081/4765.1,3775.5,4787.8,0.3426,4064.2,26130,6.2621,1,1.8996e-10,3.7992e-10,6.6260999999999995e-10,True
MRGPRD-10,MRGPRD,3653.2/3445.3/3492,2764.1/2659.8/2276.1,3529.1,2557.8,-0.46424,11908,24233,6.2393,2.1975e-10,1,4.3951e-10,7.6516e-10,False
NUP98-8,NUP98,5107.5/5076.9/5034.6,4322.2/3667.5/3730.6,5072.9,3896,-0.38074,1340.1,36339,6.1739,3.3321e-10,1,6.6643e-10,1.1581e-9,False
OR12D2-3,OR12D2,5471.2/6066.8/6028.8,7316.9/6908.8/7130.8,5849.1,7116.8,0.28297,111230,42605,6.1417,1,4.0825e-10,8.1649e-10,1.4163e-9,True
OR12D2-9,OR12D2,4249.7/4812.8/4246.7,6095.6/5314/5171.6,4428.6,5512.6,0.3158,106370,31225,6.1341,1,4.2816e-10,8.5632e-10,1.4827e-9,True
CYP7A1-8,CYP7A1,6633.5/6554.4/6168.7,8077.9/7286.9/8012.1,6449,7783.9,0.27138,61841,47515,6.1241,1,4.5608e-10,9.1216e-10,1.5766e-9,True
HTR3D-5,HTR3D,4456.5/4060.3/4125.5,4553.7/5441.6/5860.3,4210.6,5256.2,0.31993,45147,29513,6.0864,1,5.7733e-10,1.1547e-9,1.9921e-9,True
HTR3D-2,HTR3D,2080.3/2122.9/2181.8,2448.9/2629.3/3563,2127.9,2841.4,0.41699,2596.2,13783,6.0775,1,6.1028e-10,1.2206e-9,2.1021e-9,True
DMRTB1-3,DMRTB1,7425.2/7560/7259.6,8618.3/8536.8/9402,7413.9,8844,0.25442,22635,55528,6.0686,1,6.4496e-10,1.2899e-9,2.2176e-9,True
RPS7-8,RPS7,1029.1/1145/1158.7,1809.4/1714.9/1332.1,1109.4,1604.9,0.53228,5070.9,6670.8,6.0665,1,6.5349e-10,1.307e-9,2.2429e-9,True
DMRTB1-4,DMRTB1,5675.2/5574.7/5735.9,6701.8/7002.1/6972.8,5661.5,6890.9,0.28346,6627.9,41080,6.0656,1,6.5745e-10,1.3149e-9,2.2524e-9,True
OR9Q2-2,OR9Q2,4640.3/4752.8/4844.1,6135.2/5534/5908.4,4745,5853.9,0.30295,10424,33726,6.0385,1,7.7775e-10,1.5555e-9,2.6599e-9,True
IL22-5,IL22,7770.8/8019.9/8236.5,8975/10187/9346.2,8006.8,9489.4,0.24506,54323,60514,6.0269,1,8.3579e-10,1.6716e-9,2.8533e-9,True
ABCG8-10,ABCG8,4462.2/4429.6/4611.8,5682.2/5594.1/5438.4,4500.5,5570.7,0.3077,9435.3,31791,6.0019,1,9.7499e-10,1.95e-9,3.3226e-9,True
PSMB2-9,PSMB2,5299.9/5141.6/5295.7,4323.1/3905.1/4027.2,5245.2,4081.4,-0.36185,8140.9,37721,5.9922,1.0354e-9,1,2.0708e-9,3.5221e-9,False
OLIG2-6,OLIG2,3478/3173.8/3481.9,4584.3/4188/4096.6,3374.8,4284.5,0.34425,31272,23054,5.9916,1,1.0388e-9,2.0775e-9,3.5274e-9,True
IL22-1,IL22,3583.4/3994.7/3604.6,4787.9/5009.8/4257.5,3722.9,4674.2,0.32823,53675,25723,5.9315,1,1.5005e-9,3.0011e-9,5.0865e-9,True
PSMB2-8,PSMB2,3596.8/3726/3917.7,4434.8/4627.1/5055,3744.5,4698.6,0.32738,26083,25890,5.9296,1,1.5186e-9,3.0371e-9,5.1385e-9,True
SAGE1-4,SAGE1,7455.8/8388.3/7558.3,8679.6/9376.2/9642.9,7789.9,9223.8,0.24373,261660,58685,5.9192,1,1.6178e-9,3.2355e-9,5.4646e-9,True
PIWIL3-3,PIWIL3,5224.3/5499.9/5558.4,6615.3/6812.6/6348.6,5425.5,6589.4,0.28034,31842,39172,5.8807,1,2.0427e-9,4.0854e-9,6.8878e-9,True
TPH2-9,TPH2,4593.4/4200.6/4509.3,5655.2/5952.8/4849.8,4431.2,5465.5,0.30262,42783,31245,5.8518,1,2.4319e-9,4.8639e-9,8.186e-9,True
TGM6-13,TGM6,4598.1/5310.6/4982.6,5956/6318.9/5898.8,4955.2,6055.1,0.28916,127260,35399,5.846,1,2.5174e-9,5.0349e-9,8.4589e-9,True
POU4F2-3,POU4F2,4355/4623.5/4165.9,5315.6/5938/4985.7,4377.5,5398.9,0.30251,52912,30822,5.8182,1,2.9745e-9,5.9491e-9,9.9774e-9,True
RPL27-8,RPL27,5623.5/4996.6/4480.5,4588.8/3473.3/3754.7,5011.9,3911.5,-0.35756,328340,35851,5.8117,3.0922e-9,1,6.1844e-9,1.0354e-8,False
MRGPRD-4,MRGPRD,6113.6/6213.7/6126.9,8021.2/7188/6968,6151.2,7378.8,0.26246,2952,45070,5.7821,1,3.6882e-9,7.3765e-9,1.2328e-8,True
NUP98-15,NUP98,4580.9/4417.6/4137,5506.6/5024.6/5653.2,4374.6,5388,0.30052,50428,30800,5.774,1,3.8702e-9,7.7404e-9,1.2914e-8,True
OR9Q2-4,OR9Q2,2916.1/2737.9/2777.7,3198.2/4121.4/3536,2809.6,3598.8,0.35705,8745.5,18790,5.7576,1,4.2665e-9,8.5331e-9,1.4212e-8,True
NLRP5-10,NLRP5,4810.7/4763.9/4548.3,6318.1/5988/5047.3,4706.2,5758.5,0.29106,19592,33418,5.7561,1,4.3032e-9,8.6063e-9,1.4309e-8,True
DEFB129-2,DEFB129,6866.1/6910.8/6857,8414.8/8210.4/7911,6878,8176.1,0.2494,829.61,51061,5.7449,1,4.5988e-9,9.1976e-9,1.5266e-8,True
TGM6-1,TGM6,5250.1/5253.3/5418.4,5977.6/6845/6489.3,5306.7,6427.3,0.27636,9264.9,38215,5.7326,1,4.944e-9,9.8881e-9,1.6384e-8,True
NPSR1-2,NPSR1,7652.1/8100.2/7464.5,9688.3/9029.6/8627.6,7734.4,9104.8,0.2353,106710,58218,5.6795,1,6.7553e-9,1.3511e-8,2.2347e-8,True
CABP5-1,CABP5,8877.5/9037.5/8395.3,9772.1/10830/10128,8765.8,10234,0.22339,111790,66963,5.6738,1,6.9851e-9,1.397e-8,2.3068e-8,True
RPL9-5,RPL9,1648.6/1507/1714.3,1160.9/1066.9/931.44,1620.9,1048.8,-0.62761,11225,10176,5.6716,7.0735e-9,1,1.4147e-8,2.332e-8,False
TAAR1-9,TAAR1,2767.7/2542.2/2787.8,3155.9/3642.5/3584.2,2696.9,3453.8,0.35679,18613,17951,5.6497,1,8.0352e-9,1.607e-8,2.6444e-8,True
PSMC2-6,PSMC2,2913.2/2639.1/2528.1,3608.9/3511.2/3210.4,2688.7,3439.3,0.35508,39327,17890,5.6116,1,1.0025e-8,2.0049e-8,3.2935e-8,True
TAAR8-5,TAAR8,4963.9/4924.6/4678.1,5391.3/6686.9/5688.8,4853.9,5897.2,0.28085,23987,34591,5.6098,1,1.013e-8,2.026e-8,3.3225e-8,True
RNASE9-6,RNASE9,3637.9/3425.9/3588.7,4375.4/4653.9/4255.5,3549.7,4425.2,0.31797,12319,24391,5.6058,1,1.0366e-8,2.0731e-8,3.394e-8,True
RXFP2-9,RXFP2,3089.4/3053.7/3106.7,4028.6/3750.7/3893.4,3083.2,3889.2,0.33496,730.11,20843,5.5831,1,1.1815e-8,2.3631e-8,3.8621e-8,True
ABCG8-5,ABCG8,3817.9/3813.7/3959.5,4835.6/5320.5/4232.4,3863.1,4775.3,0.30574,6891.5,26808,5.5709,1,1.2672e-8,2.5345e-8,4.1352e-8,True
RNASE9-9,RNASE9,3051.1/3215.3/3171.7,3453.1/3603.7/4981.8,3145.3,3957.7,0.33141,7239.9,21311,5.5656,1,1.3061e-8,2.6122e-8,4.2548e-8,True
